run1,run2,family,skew_trec,skew_cop,collection
2,45,G,-0.72533025852577,0.0270094666758089,web2010
2,46,J,-0.860640988626374,0.00949145224703191,web2010
2,48,SG,-0.494478844649991,0.00880450256967025,web2010
2,49,BB7,-0.118944248074863,-0.0097268860792307,web2010
2,50,J,-0.0633954621950452,-0.00229535030112384,web2010
2,51,G,1.21152818725432,-0.0020369085651528,web2010
2,52,G,1.15692234642774,0.00627336163524921,web2010
2,53,SBB7,0.683180087205152,-0.00130188024025104,web2010
2,54,SBB7,0.420109861064318,-0.0295007522938086,web2010
2,55,BB7,0.986522877871156,-0.0140877315350506,web2010
2,56,Tawn,0.431270987328645,1.19383491324772,web2010
2,57,SC,0.258737126611649,0.00146807975299589,web2010
2,60,J,0.671460493432356,-0.00159247995803196,web2010
2,61,J,0.65006165020049,-0.00548027452856313,web2010
2,62,J,0.720564180013408,-0.00862373244152134,web2010
2,66,G,0.176275510441486,0.00517729199281016,web2010
2,68,t,-0.735493972136478,-0.0419925374142808,web2010
2,69,G,0.380839380601219,-0.00278326544579109,web2010
2,70,J,0.367803937332832,-0.0185360423349434,web2010
2,71,I,0.941430444651306,-0.00542936932497951,web2010
2,72,J,0.532514895707151,-0.00406023859405495,web2010
2,74,J,0.494570864517262,0.011215428718291,web2010
2,77,J,0.795560470658696,0.0167366582590754,web2010
2,79,N,0.573807722714219,-0.015480565765666,web2010
2,80,N,0.59092657909849,-0.00580680707015783,web2010
2,81,BB7,0.492048013445653,-0.0230517593353605,web2010
2,82,J,0.312678963665654,0.0235612071817886,web2010
2,85,Tawn,-0.0954854967923714,0.807333365427443,web2010
2,87,J,-0.579265285207765,-0.0267419596037911,web2010
2,88,J,0.709483826964419,0.0117850938758626,web2010
3,4,G,-2.15064337767431,0.0222082101358949,web2010
3,5,J,-0.586036564977686,-0.00909709249008726,web2010
3,7,G,-1.39344257864,0.0176384074752166,web2010
3,8,J,1.12747448015581,-0.0217441618033444,web2010
3,9,G,0.242896134302047,0.0100460008457115,web2010
3,10,J,-0.301449067905546,-0.00508301336171058,web2010
3,11,J,-0.592830653902498,0.000148859238627967,web2010
3,12,J,-0.497719619909115,0.00752759663379439,web2010
3,13,G,0.248325025830136,-0.0155054507772652,web2010
3,14,Tawn2,-1.21370209316956,-1.2413840009034,web2010
3,15,t,-0.939271264901518,-0.00213134818613515,web2010
3,16,N,0.0840313741944843,0.00312868799420193,web2010
3,17,J,-0.0210208823610983,-0.00305456556749188,web2010
3,18,SC,-0.806952498051066,0.00469649440989915,web2010
3,19,G,-1.28449459312753,0.0166528596460919,web2010
3,20,SC,1.96964611407901,-0.0139270243694579,web2010
3,21,G,0.725045991774529,0.0204649202004753,web2010
3,22,BB7,0.659822546940197,-0.00111724971218989,web2010
3,23,SC,0.703336347386626,0.000597778661818816,web2010
3,24,J,0.4685729485884,-0.0163940639497187,web2010
3,25,J,0.191243594477211,-0.00793907761968073,web2010
3,26,J,0.572346838365399,-0.00131325106956023,web2010
3,27,SC,-1.41480762631946,-0.00274588998402145,web2010
3,29,J,0.318443584048454,-0.0212524230018838,web2010
3,30,J,0.331914261858379,0.0158027553247931,web2010
3,31,J,-0.0659993282198507,0.00396759858705985,web2010
3,32,Tawn,0.800460765766706,0.977921435859938,web2010
3,33,Tawn,0.850922656818277,1.12714733809931,web2010
3,35,t,-0.619995239613321,-0.0169258924629123,web2010
3,36,J,-0.857058841700511,-0.00796236323079326,web2010
3,37,G,-1.7687861260824,-0.0190504932096077,web2010
3,38,G,-0.553347513297322,-0.000135526455971363,web2010
3,39,G,-0.665917667086049,-0.00801717149157018,web2010
3,40,J,-0.307404555155061,0.00666944991968001,web2010
3,41,J,-0.582592855571491,-0.0077274680621816,web2010
3,43,J,-0.733335812854619,-0.00491538482368326,web2010
3,44,SC,-0.628774922933862,0.0121068629378335,web2010
3,45,t,-0.492470612168417,-0.00900145212955977,web2010
3,46,J,-0.6901426428335,-0.00569560287750215,web2010
3,48,t,-0.788990724158617,-0.0177352085288121,web2010
3,49,J,-0.324452160156254,0.00185694761566857,web2010
3,50,J,-0.459137602026264,-0.00187448370969647,web2010
3,51,G,1.16840464516557,0.0410555292914249,web2010
3,52,J,1.04358102751567,0.00743132692755582,web2010
3,53,J,0.341444405170739,0.0169463587047074,web2010
3,54,G,-0.771348832575737,-0.00914402969799496,web2010
3,55,t,0.200794742229613,0.0568091849461088,web2010
3,56,Tawn,-0.854150879959461,1.44194338460848,web2010
3,57,F,-3.28403417575317,0.0114625327690945,web2010
3,60,Tawn2,1.07143629483497,-0.315501835327632,web2010
3,61,J,1.0231369465585,-0.00770881463780234,web2010
3,62,J,0.859349046172297,-0.010237678261055,web2010
3,66,SC,-0.671472976225746,0.000828219847883719,web2010
3,68,J,-1.0340453872112,0.028651106634699,web2010
3,69,SBB7,0.878045352116982,-0.00506192114756371,web2010
3,70,J,0.93405724295418,-0.00449182996416611,web2010
3,71,J,1.47563078178633,0.00722930335764628,web2010
3,72,Tawn,0.796158949225637,0.927150645496172,web2010
3,74,Tawn,0.857124992869042,1.29053802604641,web2010
3,77,BB7,-0.608131351954439,-0.0157295782599192,web2010
3,79,SC,-0.136558958832453,-0.00158249039340462,web2010
3,80,SC,-0.0353671166155525,0.00894805759615102,web2010
3,81,SC,0.0263981144276892,-0.0132840686050903,web2010
3,82,J,0.610576735735387,0.00203456974742009,web2010
3,85,t,-0.507669766951324,0.0329411801611696,web2010
3,87,G,-1.04396089933495,0.017486630714216,web2010
3,88,J,0.492598883189841,0.0115539118490129,web2010
4,5,J,-0.331916771866146,-0.00723388289347367,web2010
4,7,G,-0.111817649751478,-0.0135794788643914,web2010
4,8,J,1.2509062192884,-0.000580028223870229,web2010
4,9,J,0.608147599754734,-0.00571054010981819,web2010
4,10,J,-0.261039559410136,-0.00210435071718399,web2010
4,11,J,0.358588715612079,-0.00419170128949847,web2010
4,12,J,-0.248152017447052,0.00330548525732118,web2010
4,13,Tawn,1.11435043550278,1.25817777151002,web2010
4,14,J,-0.692707336253005,-0.0162400282834497,web2010
4,15,BB7,0.0651620086530893,0.0195002484329068,web2010
4,16,Tawn,1.50989236495097,1.47524218292794,web2010
4,17,Tawn,1.43478949359368,1.07888683179268,web2010
4,18,G,0.476483605835291,0.0333482731266372,web2010
4,19,SC,-0.150749954094606,0.0231275405948629,web2010
4,20,SC,1.43122316613768,-0.0155562712499559,web2010
4,21,Tawn,2.25302599400085,1.15913295170768,web2010
4,22,N,2.02615826018766,-0.01053571992296,web2010
4,23,SC,1.6377321325789,0.0234640600937315,web2010
4,24,J,0.67587190720226,0.00651128590662362,web2010
4,25,Tawn,0.568731996897464,0.991042189236011,web2010
4,26,J,0.789043507958351,-0.0170230817840799,web2010
4,27,J,-0.215693142674508,-0.00359078691321305,web2010
4,29,J,0.366260983792187,-0.0117559990007914,web2010
4,30,J,0.343768903207516,-0.00118622772303393,web2010
4,31,J,-0.159454702835149,-0.0306233752128784,web2010
4,32,SBB7,1.3527730949862,0.0132214921585316,web2010
4,33,J,1.39255842415111,0.0255145133357372,web2010
4,35,t,-0.410156374487334,0.0677184401605149,web2010
4,36,G,0.296599710619172,0.019140959945325,web2010
4,37,G,-2.1429605952535,-0.0517773679721441,web2010
4,38,G,1.08023649597587,-0.00937985439415553,web2010
4,39,G,1.09699899725459,0.00663327824700225,web2010
4,40,J,-0.363083661052931,-0.00780441018805763,web2010
4,41,J,-0.0301773393846604,-0.0294011537804838,web2010
4,43,J,-0.0720457472048886,0.0183382276436069,web2010
4,44,SC,-0.0787884779249844,0.0210717548278095,web2010
4,45,J,-0.467773351230076,-0.0285805532235173,web2010
4,46,t,-0.686746390227898,-0.00213671493856407,web2010
4,48,t,-0.662288705229342,-0.0176795433656194,web2010
4,49,J,-0.396843419986033,-0.0136774911854,web2010
4,50,J,0.333538861132124,0.00752357896032398,web2010
4,51,G,1.51878640232065,0.00186329578756465,web2010
4,52,BB7,1.42652415655857,-0.00657171332294727,web2010
4,53,J,0.532701065318891,-0.0168049518917783,web2010
4,54,Tawn,0.976829905460469,1.7359228611432,web2010
4,55,J,0.548857046941715,-0.019380646747888,web2010
4,56,Tawn,1.27047897183289,1.94329535676137,web2010
4,57,G,0.600390665844043,0.0290743854115598,web2010
4,60,J,1.24133349165483,0.0195066660323111,web2010
4,61,J,1.33510589786487,-0.00991541940564134,web2010
4,62,J,1.27716811552091,0.00590173912922316,web2010
4,66,J,0.174987760500531,0.0457131749162524,web2010
4,68,J,-0.895422855543162,-0.000147552193790668,web2010
4,69,SBB1,1.04601326569364,-0.0421560343973652,web2010
4,70,J,0.757027669503025,-0.0278434026460563,web2010
4,71,I,1.37821117605782,-0.00923021370004927,web2010
4,72,Tawn,1.32645463681433,0.77165388885321,web2010
4,74,Tawn,1.13388825739275,1.10297132866156,web2010
4,77,G,-0.452091797310607,-0.018479839153553,web2010
4,79,SBB7,0.617568443617422,0.020980202485572,web2010
4,80,SC,0.563739965422971,-0.00374325140950165,web2010
4,81,SC,0.576695965203394,0.0521517355177155,web2010
4,82,J,0.746530609504101,0.00176242363203695,web2010
4,85,J,-0.433693140173698,0.00467398780856292,web2010
4,87,J,-0.811149932540377,-0.0120601981920388,web2010
4,88,J,0.419092507948818,0.0192683580423558,web2010
5,7,I,0.3100304304009,0.003391404653956,web2010
5,8,I,0.607759713662287,0.00743164885811843,web2010
5,9,J90,0.263362504171751,-0.154591635144304,web2010
5,10,G,-0.257074721469575,0.01091559691278,web2010
5,11,J,0.925845239190308,-0.00442019946774596,web2010
5,12,BB7,-0.408977757568903,0.00689766179312471,web2010
5,13,t,0.562013661362569,-0.010922996406665,web2010
5,14,J,0.265727811609777,0.0150909024472999,web2010
5,15,G,0.52089324158137,-0.004158745677992,web2010
5,16,J,0.829783927056852,-0.0213740839342049,web2010
5,17,t,0.992354094301211,-0.0230240713577481,web2010
5,18,G,0.689418703243249,0.00545663791433941,web2010
5,19,G,0.563784158454068,0.00269839148940572,web2010
5,20,J,0.555983198955485,0.00241315597606322,web2010
5,21,Tawn,1.23993769170704,0.493411976086352,web2010
5,22,Tawn,1.10799731660592,0.537140070553045,web2010
5,23,Tawn,1.0225314155977,0.647610032442436,web2010
5,24,t,0.244353329050576,0.0174823375556734,web2010
5,25,J,0.309067233377259,0.0100806116380748,web2010
5,26,BB7,0.297615646759813,0.0104690829469343,web2010
5,27,J,0.732259530157357,0.00131580360600533,web2010
5,29,J,0.667178131474131,-0.00987825046946742,web2010
5,30,J,0.639749157175049,-0.00333069946073597,web2010
5,31,J,0.248933600479297,-0.00300624691028941,web2010
5,32,J,0.752263917596642,-0.0103021440165731,web2010
5,33,J,0.776082350791335,0.0137474257500084,web2010
5,35,SC,0.369813437540785,-0.00353219724117072,web2010
5,36,J,1.36205827420269,-0.0121457725227196,web2010
5,37,SC,-0.621806611065861,0.00417562571308469,web2010
5,38,J,0.57094121194302,-0.00801627585385681,web2010
5,39,J,0.496181547823805,-0.0118905004234782,web2010
5,40,J,-0.496455603894709,0.017177778895735,web2010
5,41,G,-0.213756210997646,-0.0203608231792026,web2010
5,43,SC,-0.455810719986831,0.00139659002413838,web2010
5,44,J,0.405171336903744,0.00405672434342416,web2010
5,45,N,-0.379057590914994,0.0120961086682149,web2010
5,46,Tawn2,-0.890361173965836,-0.715360470982446,web2010
5,48,F,-0.785810288687265,0.0117958763749396,web2010
5,49,J,0.127027289609888,-0.0151399621293775,web2010
5,50,J,0.560599203996851,0.00763526721619491,web2010
5,51,J,0.958255640208982,-0.00987881595465134,web2010
5,52,J,0.96138503822232,0.00526651998521315,web2010
5,53,J,0.425784230903856,-0.0045505141676848,web2010
5,54,Tawn2,0.153083718805072,-0.614398231910646,web2010
5,55,Tawn,1.37655267281486,1.23635816291677,web2010
5,56,G,0.0306026220204617,-0.000733440325862937,web2010
5,57,J,0.432462827098343,-0.0110030556568214,web2010
5,60,I,0.73637015250549,0.000736095591614743,web2010
5,61,I,0.82808283781293,-0.00094198739341115,web2010
5,62,I,0.836835749810551,0.00430392258591924,web2010
5,66,J,0.904885695485444,0.0109691959933657,web2010
5,68,Tawn2,-0.226449422521955,-0.957086453044074,web2010
5,69,G,0.746136955863804,0.002191063574628,web2010
5,70,J,0.60050122338641,-0.00341239638993466,web2010
5,71,Tawn2_180,1.06217847381886,0.0739467433024622,web2010
5,72,J,0.744975166623925,-0.00658954306722448,web2010
5,74,J,0.670182125725579,-0.0125401739038767,web2010
5,77,J,0.95807370316005,0.00989156099463034,web2010
5,79,SC,0.657965736174143,0.00686339061454629,web2010
5,80,G,0.671475105804749,0.00300962714294654,web2010
5,81,SC,0.679311115959687,0.00763994928834506,web2010
5,82,SC,0.605806726770867,0.00207187193885092,web2010
5,85,G,0.173463378220393,-0.0111055946369704,web2010
5,87,J,0.460772275305184,0.0130949148165395,web2010
5,88,BB7,0.436154880241048,-0.00898890581660213,web2010
7,8,N,1.05344363265197,-0.00184433723431249,web2010
7,9,SC,1.40406533018611,0.00861246102037459,web2010
7,10,J,-0.05777663569162,-0.00431294660214694,web2010
7,11,J,-0.41632273437907,0.00671547329522114,web2010
7,12,Tawn2,-0.436028794978669,-0.642325407521885,web2010
7,13,Tawn,1.98884345450306,1.41199230993983,web2010
7,14,J,0.65475283547714,-0.0123130814346405,web2010
7,15,t,0.945003380146779,0.00322207264796296,web2010
7,16,Tawn,1.3722229530463,1.47627082635871,web2010
7,17,G,0.801657927490122,-0.0248885232879652,web2010
7,18,J,1.21309901903908,0.00188400620786145,web2010
7,19,J,0.804460274546642,-0.00291320076298256,web2010
7,20,G,0.938928489002377,0.0221566580873633,web2010
7,21,G,2.27939493070474,-0.0203636382727614,web2010
7,22,G,2.49184095148088,0.0143276826933606,web2010
