run1,run2,family,skew_trec,skew_cop,collection
1,2,SJ,-2.36146663568091,0.0225226178023623,adhoc5
1,3,SJ,-0.198673883340705,0.00211586805441829,adhoc5
1,4,SJ,0.212712200233551,0.00346986573072488,adhoc5
1,5,SJ,-0.190397492349536,-0.00575627723984857,adhoc5
1,6,SJ,0.285265341828392,-0.00487494255088856,adhoc5
1,7,SJ,-0.0343119739368378,-0.00020147578157296,adhoc5
1,8,SJ,0.227350998101535,0.00425088752099219,adhoc5
1,9,SJ,0.140794178018482,-0.00251034626509747,adhoc5
1,10,SJ,0.0138176466023725,0.000651692706758125,adhoc5
1,11,C,-0.244931434272053,0.00533147289435463,adhoc5
1,12,Tawn180,-0.280652022979611,-0.142538686834631,adhoc5
1,13,SJ,0.294833497149645,-0.00167394490632943,adhoc5
1,14,C,0.000365463078630161,-0.00408413102413823,adhoc5
1,15,SG,0.108217791674224,-0.000977768878370424,adhoc5
1,16,SJ,0.0145711393832722,0.00982421748878991,adhoc5
1,17,SJ,-0.0467255026192424,0.00198884028050781,adhoc5
1,18,SG,0.0856340058696687,0.00604116656925595,adhoc5
1,19,SJ,0.00342845056158388,-0.00690537440417386,adhoc5
1,20,C,0.114681768037589,-0.00650636358525226,adhoc5
1,21,Tawn2_180,-0.00717674161213984,0.256856088595759,adhoc5
1,22,C,0.00369816489659694,0.000673116197974378,adhoc5
1,24,C,0.0207441329753631,0.00534020521953798,adhoc5
1,25,SJ,0.0580232229663831,0.00521420802132603,adhoc5
1,26,Tawn180,0.0689866310805241,-0.127799915311634,adhoc5
1,27,SG,0.190443917034907,-0.00463487595485929,adhoc5
1,28,C,0.0605481611525279,-0.00145516081948001,adhoc5
1,29,SJ,0.094212415996863,0.0082110962055733,adhoc5
1,30,C,-0.086155227112394,-0.00235364493253102,adhoc5
1,31,Tawn180,-0.347222018460469,-0.222729634867502,adhoc5
1,32,SJ,-0.232881836153873,0.00277908724663254,adhoc5
1,33,SG,-0.187143454274295,0.00651099555841819,adhoc5
1,34,N,0.136969024692799,-0.00192302586228699,adhoc5
1,35,SJ,-0.273259294060842,-0.00727942479321852,adhoc5
1,36,SJ,-0.252135066102024,0.0022431443460736,adhoc5
1,39,BB1,0.27388858070632,0.00587468197367174,adhoc5
1,40,C,0.0447582821178188,-0.00160804327322931,adhoc5
1,41,C,-0.1242265240622,0.00571885552947275,adhoc5
1,42,Tawn180,-0.371999117593793,-0.240681422548468,adhoc5
1,43,C,-0.0335980589288032,0.00333773858622809,adhoc5
1,47,SJ,-0.05632864192965,0.00542470059846989,adhoc5
1,48,SJ,0.0521004662266077,-0.00292015766918927,adhoc5
1,49,SG,0.162554026558389,0.00318709669587126,adhoc5
1,50,SJ,0.279652829097147,-0.00100674221476408,adhoc5
1,51,SJ,-0.152066631798181,-0.00874332653380305,adhoc5
1,52,C,0.0525538108305306,-0.00150959805837208,adhoc5
1,53,SG,-0.273348672793853,0.00171147210941291,adhoc5
1,54,SJ,-0.0690677215201175,-0.00514501595967741,adhoc5
1,55,C,-0.221175318479918,0.0125870526188473,adhoc5
1,56,SJ,-0.194875911917154,-0.00622637953608952,adhoc5
1,57,Tawn180,-0.341726091153901,-0.31594413765272,adhoc5
1,58,SJ,-0.108174926197601,-0.00589917598970528,adhoc5
1,59,SJ,0.122686225606389,-0.00374951007746736,adhoc5
1,60,SG,-0.0717575385769784,0.0110644869845166,adhoc5
1,61,C,-0.169403311910922,0.000277535823506422,adhoc5
2,3,SJ,-0.305932214603589,-1.86013590486374e-05,adhoc5
2,4,t,0.1677587532909,-0.0077895631061172,adhoc5
2,5,SJ,-0.0916152540655045,-0.00148151973948134,adhoc5
2,6,SJ,0.194834401251075,-0.00317733552723217,adhoc5
2,7,SJ,-0.113562581619969,0.00411227432619414,adhoc5
2,8,SJ,0.166499901437197,0.00206648544846837,adhoc5
2,9,SJ,0.0363273510912531,0.00499843594474831,adhoc5
2,10,C,0.096781220958341,-0.00552279148150615,adhoc5
2,11,C,-0.282894117184777,0.00243991146415746,adhoc5
2,12,SJ,-0.122907242934431,-0.00148137129436779,adhoc5
2,13,SJ,0.21701202856118,-0.00130744385105999,adhoc5
2,14,N,-0.061422772125825,0.00421151865565008,adhoc5
2,15,SG,0.300102475972577,0.002643533322473,adhoc5
2,16,SJ,0.206605752956814,0.00162355124830607,adhoc5
2,17,SJ,-0.0535316683149966,0.00195979237822472,adhoc5
2,18,Tawn180,-0.0184672279544384,-0.13941568351435,adhoc5
2,19,C,0.105336055719014,0.00480150768165059,adhoc5
2,20,C,0.0260626141985538,0.00281071852658975,adhoc5
2,21,C,0.037530775602446,0.00158856132630619,adhoc5
2,22,C,-0.0853109832619073,-7.67431363737924e-05,adhoc5
2,24,SJ,-0.0358228368405993,0.0018492509601896,adhoc5
2,25,C,0.134420991868553,0.00456743414343288,adhoc5
2,26,SJ,0.00708045891035507,-0.00099132243071558,adhoc5
2,27,C,0.180283316937278,-0.00334612016353104,adhoc5
2,28,SG,-0.0795145642982762,0.00331017920318938,adhoc5
2,29,C,0.0322175980176101,-0.000724163600892358,adhoc5
2,30,C,-0.0680617827525256,0.000955854466028919,adhoc5
2,31,SJ,-0.436436572026282,0.00344276529127969,adhoc5
2,32,Tawn180,-0.314909814326179,-0.138330078653153,adhoc5
2,33,C,-0.00506974111977496,0.00196283210162048,adhoc5
2,34,SG,0.283569066947076,-0.00171419243020007,adhoc5
2,35,t,0.0487795810011691,0.000257149607851535,adhoc5
2,36,SJ,-0.0890831639495972,-0.000659496462180148,adhoc5
2,39,N,0.378256845718627,-0.00739887794869804,adhoc5
2,40,C,-0.0287123486927866,-0.00132943024873866,adhoc5
2,41,BB7,-0.161915604118141,0.000292316295064375,adhoc5
2,42,SG,-0.100817993161597,-0.00405229786519368,adhoc5
2,43,SJ,-0.0907235893503659,-0.00218467723773193,adhoc5
2,47,SBB8,-0.184159221070747,-0.000346108299949524,adhoc5
2,48,C,-0.0684776141659694,-0.000791703006100508,adhoc5
2,49,SJ,0.0249260527592728,0.00468434715698331,adhoc5
2,50,C,0.152248766604895,0.000895072999927288,adhoc5
2,51,Tawn180,-0.0832455034197776,-0.184419585311004,adhoc5
2,52,C,0.124452688185475,-0.00592923098742075,adhoc5
2,53,SJ,-0.219885129916374,-0.0049963072986931,adhoc5
2,54,SJ,-0.109110562622635,0.00254817756787203,adhoc5
2,55,BB7,-0.11975508474931,-0.00111533545639461,adhoc5
2,56,SJ,-0.0744452230577946,0.0069534418334554,adhoc5
2,57,SJ,-0.13016451928649,-0.00246959654113409,adhoc5
2,58,SJ,-0.21679090466816,0.00186606207506046,adhoc5
2,59,SJ,0.0059346029324116,0.00152705961251897,adhoc5
2,60,SG,0.135019287022966,-0.00212786937778169,adhoc5
2,61,SJ,-0.0784243551446684,-0.00451196147146385,adhoc5
3,4,SJ,0.344209232237756,-0.0120712804280389,adhoc5
3,5,SJ,0.141625530015322,0.000473327481201298,adhoc5
3,6,SJ,0.19146681493069,-0.00786542213056353,adhoc5
3,7,SJ,-0.107671047232093,-0.00497622814133288,adhoc5
3,8,SJ,-0.0122041223173642,0.00917096308714212,adhoc5
3,9,SJ,0.241197200937193,-0.0032887550792935,adhoc5
3,10,SJ,-0.0199159782164119,0.000480739196097699,adhoc5
3,11,SJ,0.22322204188147,-0.00228698732427307,adhoc5
3,12,SJ,-0.0539927693089501,-0.000525646792115786,adhoc5
3,13,Tawn2_180,0.266298417530444,0.257518250404557,adhoc5
3,14,C,0.29349315913115,0.00105727709324238,adhoc5
3,15,SJ,0.0722633256308963,0.00214080444813703,adhoc5
3,16,SJ,-0.0427433020263107,0.00261684820979182,adhoc5
3,17,SJ,0.0125001270028392,-0.00688797681485421,adhoc5
3,18,SJ,-0.0520761781513238,-0.00266828752891905,adhoc5
3,19,SJ,0.111965059114165,-0.011476487396571,adhoc5
3,20,SJ,-0.229211748696154,0.00885944502920708,adhoc5
3,21,SJ,-0.0910334193031458,-0.00452890964698204,adhoc5
3,22,SJ,-0.319223466981844,0.00984169528589098,adhoc5
3,24,C,0.160964382505205,0.00379939057886916,adhoc5
3,25,SJ,-0.217382276008375,-0.00253919634837647,adhoc5
3,26,SJ,0.208774473031421,0.00321812009696966,adhoc5
3,27,C,-0.0440944812854557,-0.00272015066853525,adhoc5
3,28,C,-0.15363501951393,0.00439483401935539,adhoc5
3,29,SJ,-0.15352795034293,0.00259744910642879,adhoc5
3,30,SJ,-0.161032876306095,0.00145619612051373,adhoc5
3,31,SJ,-0.307303286087914,-0.000322022924002428,adhoc5
3,32,SJ,-0.244201993636006,0.0126992272383314,adhoc5
3,33,SJ,-0.224370972220965,0.00249262948654326,adhoc5
3,34,SJ,-0.331609941833311,0.000658401798740306,adhoc5
3,35,SJ,0.176454205865667,0.00531718613548703,adhoc5
3,36,SJ,0.222163077037202,0.00144602127433317,adhoc5
3,39,SJ,-0.0454822082796405,-0.0019165383865284,adhoc5
3,40,SJ,0.0409766358554999,0.00261401307173341,adhoc5
3,41,SJ,-0.0691449126601156,0.00023524076540452,adhoc5
3,42,SG,-0.0604446073782572,-0.00435897746312026,adhoc5
3,43,SJ,-0.0782246985783909,-0.00341722244100946,adhoc5
3,47,SJ,0.0888786880919268,-0.00233647394994905,adhoc5
3,48,SJ,-0.0282193318895394,-0.00218417165984015,adhoc5
3,49,SJ,0.185836837465036,0.0103217879735331,adhoc5
3,50,SJ,-0.0510512804013456,0.00666776342461679,adhoc5
3,51,SBB7,0.205025874151694,-0.0116592789892286,adhoc5
3,52,SJ,-0.250040475517603,0.00016426035812571,adhoc5
3,53,SJ,-0.245447832170699,-0.00753983904953537,adhoc5
3,54,SJ,0.434219528492562,0.00107721602837851,adhoc5
3,55,SJ,-0.362172154121735,3.96077569918685e-05,adhoc5
3,56,SJ,-0.184111387170345,-0.0069469495259826,adhoc5
3,57,SJ,-0.180237209251309,0.0054024919540005,adhoc5
3,58,SJ,-0.529433654225845,-0.00948075234042805,adhoc5
3,59,SJ,-0.118235569327926,0.00298046213067999,adhoc5
3,60,I,-0.0151499336231759,4.73047214413835e-05,adhoc5
3,61,SJ,-0.0404897552704592,0.00101728248192281,adhoc5
4,5,SJ,0.26063350061909,0.000990385946234425,adhoc5
4,6,SJ,0.0390746325108875,0.00433520814038678,adhoc5
4,7,SJ,-0.13630375713163,0.000745213221262348,adhoc5
4,8,SJ,-0.0189071607808813,-0.00449002328356274,adhoc5
4,9,SJ,0.184273570366944,-0.00755721401777787,adhoc5
4,10,SJ,-0.0777226079506135,0.00243298085461783,adhoc5
4,11,SG,0.0333919708200559,0.00425116266257084,adhoc5
4,12,SJ,-0.161498839768176,0.000833315375677237,adhoc5
4,13,SJ,0.0927769529891237,-0.00384480944352339,adhoc5
4,14,F,0.40577255124473,-0.00741815951057079,adhoc5
4,15,t,0.216260219657697,-0.000266332322181636,adhoc5
4,16,SJ,0.0704879192197435,0.00760698260792267,adhoc5
4,17,SJ,-0.076579660828624,-0.0021558899149074,adhoc5
4,18,SJ,-0.306719883906596,-0.00373844971214611,adhoc5
4,19,SJ,-0.148882567602895,0.00361937701650078,adhoc5
4,20,SJ,-0.410185830276413,0.00348155906820025,adhoc5
4,21,SJ,-0.336091661079122,-0.000884257360955293,adhoc5
4,22,SJ,-0.509437717242815,0.0030985130304077,adhoc5
4,24,SJ,-0.00924299551965245,-0.000789035192962849,adhoc5
4,25,SJ,-0.097843363854596,0.000871089737919553,adhoc5
4,26,SJ,0.201718479134176,-0.00345962776269422,adhoc5
4,27,SJ,-0.374608310829771,0.00246431647032209,adhoc5
4,28,SJ,-0.382815003521417,0.00327004310770659,adhoc5
4,29,SJ,-0.311069941480787,0.00314365153798586,adhoc5
4,30,SJ,-0.0875387940318159,-0.00381561706261619,adhoc5
4,31,SJ,-0.450146907014648,0.00118705602370081,adhoc5
4,32,SJ,-0.314637903768447,0.00224432808547986,adhoc5
4,33,SJ,-0.365578199308957,0.000653309904657089,adhoc5
4,34,SJ,-0.472735816520127,-0.00642924199938148,adhoc5
4,35,SJ,-0.203296813743298,-0.00913637738199768,adhoc5
4,36,SJ,-0.163917535397965,-0.00423598760723556,adhoc5
4,39,SJ,-0.154134351824346,-0.00366564996062603,adhoc5
4,40,SJ,-0.158430438714964,-0.00680477469434625,adhoc5
4,41,SJ,-0.0497940699118789,0.00332041448127538,adhoc5
4,42,SJ,-0.0731197592593231,-0.00461857562297095,adhoc5
4,43,SJ,-0.190563268348452,0.00353656702208451,adhoc5
4,47,SJ,0.218354087545528,-0.0013491382838667,adhoc5
4,48,SJ,0.0298179719905608,0.0015249075721769,adhoc5
4,49,SG,0.238351654544219,0.00576068950653639,adhoc5
4,50,SJ,0.0304155832277378,0.00161829238983865,adhoc5
4,51,SG,0.0141018085851614,-0.0100605686626522,adhoc5
4,52,SJ,-0.217704132614675,-0.00162682403340336,adhoc5
4,53,SJ,-0.116291727551775,-0.00475719552911656,adhoc5
4,54,SJ,0.116170151680537,-0.000115833802081496,adhoc5
4,55,SJ,-0.394631478792037,0.00461758509274942,adhoc5
4,56,SJ,-0.333348712986533,0.00311728388617814,adhoc5
4,57,t,-0.154194734112497,0.0030844629623175,adhoc5
4,58,SJ,-0.288659751814389,-0.00349374161964072,adhoc5
4,59,SJ,-0.358943541940289,-0.00239414799950531,adhoc5
4,60,SJ,-0.148926059111957,0.000313911428302915,adhoc5
4,61,SJ,-0.0400645839413171,0.00451257193217013,adhoc5
5,6,t,-0.0457802613543009,-0.00362810814914113,adhoc5
5,7,SJ,0.0543417498916849,-0.00354831651242548,adhoc5
5,8,SG,0.0799692860509952,-0.00751515331085269,adhoc5
5,9,SJ,0.19506848506323,-0.00235127127553576,adhoc5
5,10,Tawn2_180,0.636915551451474,0.388975306666344,adhoc5
5,11,Tawn2_180,0.257965144453311,0.245012027861619,adhoc5
5,12,SJ,0.093725021784534,0.00409962420613461,adhoc5
5,13,C,-0.455661741180032,0.00197954294380321,adhoc5
5,14,C,-0.546791219737417,-0.000399956621227984,adhoc5
5,15,SJ,0.806062164929668,0.00230578419594119,adhoc5
5,16,SJ,0.765351754833591,-0.00406167855723667,adhoc5
5,17,SJ,-0.161010679651209,-0.00266279271428032,adhoc5
5,18,SJ,0.126347471769985,-0.00481837866867654,adhoc5
5,19,SJ,-0.132884577145464,-0.00280236617482067,adhoc5
5,20,SJ,0.151792326234943,-0.000942503052289546,adhoc5
5,21,SJ,-0.180466790864649,-0.00792189164555799,adhoc5
5,22,SJ,0.209434066202282,-0.00471634903147707,adhoc5
5,24,SJ,0.206425498905117,-0.00377628822575539,adhoc5
5,25,Tawn2_180,0.631096554822214,0.425737610009982,adhoc5
5,26,Tawn2_90,0.26886947226819,-0.0143264531219089,adhoc5
5,27,SG,0.0416481249671587,-0.00395115795304868,adhoc5
5,28,SJ,-0.204553121403367,0.00292505899659084,adhoc5
5,29,SJ,-0.119088270152715,0.00791863959375713,adhoc5
5,30,SJ,-0.319311345248472,0.00393676504729896,adhoc5
5,31,SJ,-0.178390762548136,-9.13013298985796e-05,adhoc5
5,32,SJ,-0.156804110629602,0.00511352711354764,adhoc5
5,33,SJ,0.06311201385601,-0.00230619300346096,adhoc5
5,34,SJ,-0.105128399036921,-0.00603061507565927,adhoc5
5,35,SJ,-0.00207672391969692,0.00466753165639796,adhoc5
5,36,SJ,0.0150002948092394,-0.000944636518844362,adhoc5
5,39,C,0.287214755058439,-0.00476143832637784,adhoc5
5,40,SJ,-0.265441292004682,0.00687384659667587,adhoc5
5,41,SJ,0.229376985798701,0.00634691162761143,adhoc5
5,42,SJ,0.653079133191548,0.00675426774650174,adhoc5
5,43,SJ,0.125740184851456,0.00105288268600749,adhoc5
5,47,SJ,0.0747587794623341,6.86775692894178e-05,adhoc5
5,48,Tawn180,-0.226178135116706,-0.41058688040596,adhoc5
5,49,SJ,0.0645899198538932,0.00130285438068812,adhoc5
5,50,SJ,0.0255931221590808,-0.00420094571046034,adhoc5
5,51,SG,-0.0786895149838831,-0.000471318866046955,adhoc5
5,52,SJ,0.44587781534824,0.00562022530754694,adhoc5
5,53,C,0.48087792734277,0.00278302936856237,adhoc5
5,54,t,0.107337198727872,-0.00861543174512389,adhoc5
5,55,SJ,-0.0132226554975013,0.00415615578224092,adhoc5
5,56,Tawn2_180,0.365666063315148,0.38668135424297,adhoc5
5,57,SJ,0.0133471094399387,-0.00720011639462109,adhoc5
5,58,SJ,0.0829445241469773,-0.00606663748083864,adhoc5
5,59,t,0.112099193612495,0.000946613101301908,adhoc5
5,60,SJ,0.196613929995733,0.00268862887257769,adhoc5
5,61,SJ,-0.104828353387771,-0.00215204932344952,adhoc5
6,7,SJ,-0.548490690279274,-0.00642189428671462,adhoc5
6,8,SJ,-0.237393033018751,-0.0048259480378209,adhoc5
6,9,SJ,0.322698343887848,0.00107387061755226,adhoc5
6,10,Tawn2_180,0.157764858179542,0.259005759479365,adhoc5
6,11,BB7,0.000786871132290789,-0.00418764980199528,adhoc5
6,12,SJ,-0.392792066526427,0.000835083169589533,adhoc5
6,13,SJ,-0.0330296861214068,0.00506059743518785,adhoc5
6,14,C,0.192285665015556,0.00769730865025408,adhoc5
